id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,tags,replies,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,gif_url,gif_thumb,video_url,video_thumb,is_quote_status,quote_id,quote_url,is_reply_to,has_parent_tweet
1117370493193973760,1117370493193973760,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,1113944395386982400,minronrenbaekr,Minmin💕,,I will always retweet and squeal when I see this https://twitter.com/nuestroll/status/1117369943714979840 …,[],"[{'id': 1113944395386982400, 'id_str': '1113944395386982400', 'screen_name': 'minronrenbaekR'}]",[],['https://twitter.com/nuestroll/status/1117369943714979840'],[],0,0,0,,[],https://twitter.com/minronrenbaekR/status/1117370493193973760,,,,,,1,1117369943714979840,https://twitter.com/nuestroll/status/1117369943714979840,0,0
1117370493164670976,1117370493164670976,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,59143505,tuesdayswithlou,Louie,,"As helpful as a friend or family member tries to be, there are... More for Libra  http://bit.ly/wvRgyF ",[],"[{'id': 59143505, 'id_str': '59143505', 'screen_name': 'tuesdayswithlou'}]",[],['http://bit.ly/wvRgyF'],[],0,0,0,"New York, USA",[],https://twitter.com/tuesdayswithlou/status/1117370493164670976,,,,,,0,0,,0,0
1117370493156450304,1117292145029857280,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,2941190571,jordandbc7,Jordan,,Well overrated,[],"[{'id': 2941190571, 'id_str': '2941190571', 'screen_name': 'jordandbc7'}, {'id': 34613288, 'id_str': '34613288', 'screen_name': 'Arsenal'}, {'id': 343627165, 'id_str': '343627165', 'screen_name': 'premierleague'}, {'id': 777855478663610368, 'id_str': '777855478663610368', 'screen_name': 'MatteoGuendouzi'}]",[],[],[],0,0,0,Hampshire ,[],https://twitter.com/jordandbc7/status/1117370493156450304,,,,,,0,0,,1,1
1117370493110296576,1117229524452880384,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,1131214267,varghanc,Stephen Vargha,"North Carolina, USA","On a larger scale, North Carolina is the most gerrymandered state in the country!  Democrats in North Carolina earned 48.3 % of the total vote cast in House races but won only 3 seats; Republicans had 50.4% of the vote and won 9 seats. https://www.nytimes.com/interactive/2018/11/29/us/politics/north-carolina-gerrymandering.html …",[],"[{'id': 1131214267, 'id_str': '1131214267', 'screen_name': 'VARGHANC'}, {'id': 19355276, 'id_str': '19355276', 'screen_name': 'JayShams'}]",[],['https://www.nytimes.com/interactive/2018/11/29/us/politics/north-carolina-gerrymandering.html'],[],0,0,0,,[],https://twitter.com/VARGHANC/status/1117370493110296576,,,,,,0,0,,1,1
1117370492879548416,1117233242724339713,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,75329939,zelietown,Joni Lynn,,Why the hell did our so-called representatives sit back and let this happen?,[],"[{'id': 75329939, 'id_str': '75329939', 'screen_name': 'zelietown'}, {'id': 88215673, 'id_str': '88215673', 'screen_name': 'mjs_DC'}]",[],[],[],0,0,0,"Michigan, USA",[],https://twitter.com/zelietown/status/1117370492879548416,,,,,,0,0,,1,1
1117370492753674240,1117370492753674240,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,923109689746907136,clicky_travel,ClickyTravel,,Arctic SAR Exercise Gathers Cruise Industry and Stakeholders  https://clickytravel.com/arctic-sar-exercise-gathers-cruise-industry-and-stakeholders/ … pic.twitter.com/LlpkRfIoRI,[],"[{'id': 923109689746907136, 'id_str': '923109689746907136', 'screen_name': 'Clicky_Travel'}]",[],['https://clickytravel.com/arctic-sar-exercise-gathers-cruise-industry-and-stakeholders/'],['https://pbs.twimg.com/media/D4Gyip6WkAA0HI-.jpg'],0,0,0,,[],https://twitter.com/Clicky_Travel/status/1117370492753674240,,,,,,0,0,,0,0
1117370492724416512,1117370492724416512,1555236859000,2019-04-14,06:14:19,Eastern Daylight Time,797906265250861056,kierrashane,PEACHY,,"This weight loss ive had is a blessing, but this ass refuses to go Anywhere. I love it",[],"[{'id': 797906265250861056, 'id_str': '797906265250861056', 'screen_name': 'KierraShane'}]",[],[],[],0,0,0,"Baltimore, MD",[],https://twitter.com/KierraShane/status/1117370492724416512,,,,,,0,0,,0,0
